blue0,blue1,blue2,blue3,blue4,blue5,blue6,blue7,blue8,blue9,blue10,blue11,blue12,blue13,blue14,blue15,blue16,blue17,blue18,blue19,blue20,green0,green1,green2,green3,green4,green5,green6,green7,green8,green9,green10,green11,green12,green13,green14,green15,green16,green17,green18,green19,green20,red0,red1,red2,red3,red4,red5,red6,red7,red8,red9,red10,red11,red12,red13,red14,red15,red16,red17,red18,red19,red20,number_of_pic,x_1,x_2,y_1,y_2,weed/not weed
0.0,324.0,2149.0,3185.0,6098.0,20601.0,27641.0,17093.0,5580.0,632.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,698.0,2864.0,6404.0,20679.0,29447.0,19076.0,3956.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,2149.0,3185.0,6098.0,20601.0,27641.0,17093.0,5580.0,632.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,322.0,644.0,259.2,518.4,0
0.0,1977.0,6791.0,12400.0,14915.0,17375.0,16251.0,9108.0,3130.0,772.0,232.0,103.0,67.0,64.0,32.0,56.0,32.0,12.0,24.0,13.0,44.0,0.0,701.0,2883.0,5598.0,9225.0,15947.0,18948.0,11908.0,4043.0,3051.0,2734.0,2216.0,2258.0,2200.0,1007.0,679.0,0.0,0.0,0.0,0.0,0.0,0.0,1977.0,6791.0,12400.0,14915.0,17375.0,16251.0,9108.0,3130.0,772.0,232.0,103.0,67.0,64.0,32.0,56.0,32.0,12.0,24.0,13.0,44.0,11,322.0,644.0,518.4,777.5999999999999,1
0.0,316.0,2790.0,11219.0,16765.0,23138.0,20195.0,8092.0,848.0,24.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1045.0,4024.0,10743.0,20032.0,24285.0,15478.0,2225.0,1078.0,1690.0,1680.0,828.0,170.0,50.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,2790.0,11219.0,16765.0,23138.0,20195.0,8092.0,848.0,24.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,322.0,644.0,777.5999999999999,1036.8,1
0.0,484.0,1642.0,6477.0,17321.0,24182.0,15468.0,14347.0,3583.0,208.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,1408.0,8669.0,28340.0,18346.0,19330.0,6569.0,728.0,190.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,1642.0,6477.0,17321.0,24182.0,15468.0,14347.0,3583.0,208.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,322.0,644.0,1036.8,1296.0,0
0.0,152.0,1171.0,3996.0,10243.0,30771.0,33374.0,3546.0,62.0,23.0,15.0,18.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,2514.0,8282.0,24372.0,40545.0,7077.0,149.0,38.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,1171.0,3996.0,10243.0,30771.0,33374.0,3546.0,62.0,23.0,15.0,18.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,644.0,966.0,0,259.2,0
0.0,409.0,1242.0,3399.0,8703.0,22853.0,29492.0,14266.0,2276.0,358.0,98.0,61.0,48.0,52.0,30.0,34.0,6.0,9.0,6.0,2.0,54.0,0.0,215.0,721.0,2376.0,7968.0,23772.0,31559.0,15024.0,1363.0,130.0,84.0,42.0,58.0,27.0,8.0,7.0,9.0,18.0,17.0,0.0,0.0,0.0,409.0,1242.0,3399.0,8703.0,22853.0,29492.0,14266.0,2276.0,358.0,98.0,61.0,48.0,52.0,30.0,34.0,6.0,9.0,6.0,2.0,54.0,11,644.0,966.0,259.2,518.4,0
0.0,4180.0,6483.0,10017.0,10303.0,15539.0,23216.0,11999.0,1197.0,171.0,89.0,41.0,35.0,32.0,26.0,20.0,11.0,12.0,18.0,9.0,0.0,0.0,1653.0,4013.0,6219.0,8047.0,17867.0,27345.0,13612.0,1744.0,903.0,1160.0,661.0,105.0,47.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4180.0,6483.0,10017.0,10303.0,15539.0,23216.0,11999.0,1197.0,171.0,89.0,41.0,35.0,32.0,26.0,20.0,11.0,12.0,18.0,9.0,0.0,11,644.0,966.0,518.4,777.5999999999999,1
0.0,101.0,1087.0,2873.0,8032.0,16742.0,31353.0,19926.0,2659.0,372.0,150.0,49.0,19.0,23.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,279.0,1178.0,3711.0,15007.0,29983.0,29000.0,3018.0,594.0,499.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,1087.0,2873.0,8032.0,16742.0,31353.0,19926.0,2659.0,372.0,150.0,49.0,19.0,23.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,11,644.0,966.0,777.5999999999999,1036.8,0
0.0,14.0,111.0,1072.0,9430.0,36508.0,30247.0,6027.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,201.0,3252.0,31631.0,39701.0,8686.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,111.0,1072.0,9430.0,36508.0,30247.0,6027.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,644.0,966.0,1036.8,1296.0,0
0.0,189.0,927.0,5962.0,9791.0,21649.0,33873.0,9545.0,1211.0,223.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,1508.0,7981.0,23655.0,36153.0,12842.0,788.0,78.0,22.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,927.0,5962.0,9791.0,21649.0,33873.0,9545.0,1211.0,223.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,322.0,0,259.2,0
0.0,1594.0,2889.0,4839.0,8686.0,19595.0,27961.0,14129.0,2673.0,509.0,124.0,72.0,42.0,70.0,38.0,36.0,30.0,25.0,12.0,26.0,48.0,0.0,790.0,2235.0,3874.0,8144.0,16481.0,29738.0,18691.0,2790.0,273.0,107.0,74.0,62.0,53.0,34.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1594.0,2889.0,4839.0,8686.0,19595.0,27961.0,14129.0,2673.0,509.0,124.0,72.0,42.0,70.0,38.0,36.0,30.0,25.0,12.0,26.0,48.0,12,0,322.0,259.2,518.4,0
0.0,1752.0,4881.0,10604.0,13574.0,17645.0,19936.0,10135.0,3405.0,785.0,293.0,103.0,134.0,70.0,40.0,33.0,8.0,0.0,0.0,0.0,0.0,0.0,551.0,2173.0,4525.0,11042.0,20388.0,24806.0,13885.0,3409.0,968.0,644.0,422.0,362.0,184.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752.0,4881.0,10604.0,13574.0,17645.0,19936.0,10135.0,3405.0,785.0,293.0,103.0,134.0,70.0,40.0,33.0,8.0,0.0,0.0,0.0,0.0,12,0,322.0,518.4,777.5999999999999,1
0.0,153.0,562.0,3545.0,8187.0,20834.0,28966.0,13972.0,3824.0,1071.0,611.0,424.0,286.0,258.0,205.0,184.0,84.0,67.0,32.0,61.0,72.0,0.0,0.0,202.0,721.0,3741.0,13580.0,30206.0,23279.0,5891.0,1790.0,1330.0,914.0,840.0,522.0,248.0,70.0,45.0,19.0,0.0,0.0,0.0,0.0,153.0,562.0,3545.0,8187.0,20834.0,28966.0,13972.0,3824.0,1071.0,611.0,424.0,286.0,258.0,205.0,184.0,84.0,67.0,32.0,61.0,72.0,12,0,322.0,777.5999999999999,1036.8,1
0.0,37.0,429.0,10088.0,20903.0,28040.0,16599.0,5934.0,956.0,120.0,138.0,66.0,58.0,52.0,42.0,40.0,22.0,54.0,72.0,27.0,43.0,0.0,0.0,108.0,1059.0,12262.0,31544.0,25604.0,10959.0,1530.0,167.0,124.0,92.0,65.0,72.0,84.0,38.0,12.0,0.0,0.0,0.0,0.0,0.0,37.0,429.0,10088.0,20903.0,28040.0,16599.0,5934.0,956.0,120.0,138.0,66.0,58.0,52.0,42.0,40.0,22.0,54.0,72.0,27.0,43.0,12,0,322.0,1036.8,1296.0,0
0.0,1106.0,4846.0,8776.0,11271.0,22144.0,28306.0,5742.0,479.0,148.0,117.0,81.0,103.0,99.0,66.0,30.0,21.0,14.0,17.0,13.0,19.0,0.0,42.0,1576.0,3590.0,7558.0,20304.0,33951.0,8924.0,2009.0,1696.0,1450.0,1180.0,708.0,311.0,69.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1106.0,4846.0,8776.0,11271.0,22144.0,28306.0,5742.0,479.0,148.0,117.0,81.0,103.0,99.0,66.0,30.0,21.0,14.0,17.0,13.0,19.0,12,322.0,644.0,0,259.2,1
0.0,2584.0,4453.0,8746.0,13211.0,22243.0,20995.0,9399.0,1558.0,157.0,19.0,2.0,7.0,7.0,2.0,7.0,4.0,0.0,4.0,0.0,0.0,15.0,1064.0,3094.0,5835.0,11269.0,21040.0,24293.0,12102.0,1464.0,606.0,908.0,793.0,526.0,108.0,80.0,115.0,86.0,0.0,0.0,0.0,0.0,0.0,2584.0,4453.0,8746.0,13211.0,22243.0,20995.0,9399.0,1558.0,157.0,19.0,2.0,7.0,7.0,2.0,7.0,4.0,0.0,4.0,0.0,0.0,12,322.0,644.0,259.2,518.4,1
0.0,1464.0,8537.0,14703.0,17544.0,19784.0,11007.0,6643.0,1816.0,832.0,415.0,187.0,168.0,105.0,64.0,71.0,31.0,19.0,6.0,2.0,0.0,0.0,35.0,1106.0,6322.0,9085.0,15629.0,13857.0,8905.0,3954.0,3420.0,3767.0,3333.0,2614.0,3103.0,3858.0,2198.0,2181.0,31.0,0.0,0.0,0.0,0.0,1464.0,8537.0,14703.0,17544.0,19784.0,11007.0,6643.0,1816.0,832.0,415.0,187.0,168.0,105.0,64.0,71.0,31.0,19.0,6.0,2.0,0.0,12,322.0,644.0,518.4,777.5999999999999,1
0.0,645.0,2154.0,7098.0,14605.0,19604.0,21733.0,13532.0,2602.0,621.0,342.0,205.0,107.0,60.0,32.0,47.0,11.0,0.0,0.0,0.0,0.0,0.0,104.0,484.0,1693.0,7013.0,18907.0,22640.0,20636.0,5113.0,1398.0,970.0,677.0,872.0,540.0,762.0,1188.0,401.0,0.0,0.0,0.0,0.0,0.0,645.0,2154.0,7098.0,14605.0,19604.0,21733.0,13532.0,2602.0,621.0,342.0,205.0,107.0,60.0,32.0,47.0,11.0,0.0,0.0,0.0,0.0,12,322.0,644.0,777.5999999999999,1036.8,1
0.0,728.0,1352.0,6644.0,15413.0,33541.0,19877.0,5148.0,887.0,107.0,9.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,867.0,2087.0,10703.0,29674.0,29753.0,8523.0,1203.0,184.0,116.0,103.0,152.0,128.0,161.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,728.0,1352.0,6644.0,15413.0,33541.0,19877.0,5148.0,887.0,107.0,9.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,322.0,644.0,1036.8,1296.0,1
0.0,114.0,569.0,2501.0,6260.0,29762.0,39932.0,3853.0,160.0,45.0,42.0,47.0,30.0,31.0,20.0,7.0,4.0,9.0,9.0,3.0,0.0,0.0,1.0,243.0,949.0,3497.0,22361.0,49540.0,5926.0,600.0,145.0,58.0,34.0,29.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,569.0,2501.0,6260.0,29762.0,39932.0,3853.0,160.0,45.0,42.0,47.0,30.0,31.0,20.0,7.0,4.0,9.0,9.0,3.0,0.0,12,644.0,966.0,0,259.2,0
0.0,403.0,2042.0,5201.0,12301.0,23614.0,21019.0,13555.0,4572.0,662.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,839.0,3102.0,11470.0,21555.0,26329.0,15724.0,4231.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,2042.0,5201.0,12301.0,23614.0,21019.0,13555.0,4572.0,662.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,644.0,966.0,259.2,518.4,0
0.0,1552.0,7672.0,15279.0,14914.0,18421.0,13800.0,6824.0,2166.0,813.0,476.0,333.0,260.0,199.0,207.0,110.0,76.0,77.0,60.0,32.0,127.0,0.0,20.0,1218.0,5647.0,12593.0,19631.0,18471.0,9950.0,4713.0,3265.0,2443.0,1914.0,1637.0,1301.0,427.0,81.0,82.0,5.0,0.0,0.0,0.0,0.0,1552.0,7672.0,15279.0,14914.0,18421.0,13800.0,6824.0,2166.0,813.0,476.0,333.0,260.0,199.0,207.0,110.0,76.0,77.0,60.0,32.0,127.0,12,644.0,966.0,518.4,777.5999999999999,0
0.0,1139.0,9260.0,15750.0,17169.0,22047.0,13722.0,3491.0,365.0,133.0,137.0,64.0,46.0,36.0,28.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,56.0,2155.0,7985.0,13743.0,23078.0,20007.0,6863.0,2007.0,2088.0,1674.0,1670.0,1297.0,633.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1139.0,9260.0,15750.0,17169.0,22047.0,13722.0,3491.0,365.0,133.0,137.0,64.0,46.0,36.0,28.0,5.0,6.0,0.0,0.0,0.0,0.0,12,644.0,966.0,777.5999999999999,1036.8,1
0.0,283.0,6344.0,20269.0,26502.0,21467.0,6649.0,2039.0,131.0,33.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,712.0,4314.0,19958.0,24629.0,11112.0,5956.0,3680.0,3813.0,3383.0,2434.0,2180.0,1250.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,6344.0,20269.0,26502.0,21467.0,6649.0,2039.0,131.0,33.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,644.0,966.0,1036.8,1296.0,1
0.0,124.0,495.0,2138.0,7549.0,32984.0,35431.0,4380.0,207.0,65.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,163.0,961.0,4614.0,26438.0,41394.0,9472.0,229.0,83.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,495.0,2138.0,7549.0,32984.0,35431.0,4380.0,207.0,65.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,322.0,0,259.2,0
0.0,109.0,1758.0,7483.0,10873.0,27623.0,26687.0,6747.0,1329.0,506.0,116.0,40.0,19.0,13.0,19.0,7.0,9.0,13.0,14.0,12.0,21.0,0.0,0.0,325.0,2288.0,9832.0,21262.0,34742.0,13066.0,1498.0,231.0,50.0,25.0,16.0,21.0,23.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,1758.0,7483.0,10873.0,27623.0,26687.0,6747.0,1329.0,506.0,116.0,40.0,19.0,13.0,19.0,7.0,9.0,13.0,14.0,12.0,21.0,13,0,322.0,259.2,518.4,0
0.0,1160.0,2072.0,6327.0,9522.0,19806.0,22627.0,13851.0,5673.0,1194.0,322.0,147.0,107.0,98.0,105.0,81.0,52.0,31.0,34.0,44.0,145.0,0.0,215.0,1736.0,2856.0,8381.0,19224.0,27402.0,17475.0,4953.0,439.0,172.0,137.0,133.0,70.0,60.0,74.0,41.0,30.0,0.0,0.0,0.0,0.0,1160.0,2072.0,6327.0,9522.0,19806.0,22627.0,13851.0,5673.0,1194.0,322.0,147.0,107.0,98.0,105.0,81.0,52.0,31.0,34.0,44.0,145.0,13,0,322.0,518.4,777.5999999999999,0
0.0,1165.0,1997.0,2288.0,5637.0,17668.0,29446.0,15821.0,6355.0,1360.0,536.0,301.0,202.0,174.0,118.0,94.0,43.0,28.0,29.0,23.0,113.0,0.0,233.0,1517.0,2282.0,4244.0,14284.0,30628.0,20828.0,7114.0,1073.0,511.0,284.0,161.0,87.0,51.0,68.0,27.0,6.0,0.0,0.0,0.0,0.0,1165.0,1997.0,2288.0,5637.0,17668.0,29446.0,15821.0,6355.0,1360.0,536.0,301.0,202.0,174.0,118.0,94.0,43.0,28.0,29.0,23.0,113.0,13,0,322.0,777.5999999999999,1036.8,0
0.0,310.0,2116.0,14233.0,18361.0,26597.0,18979.0,3073.0,45.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,720.0,3366.0,15177.0,25416.0,28630.0,9317.0,549.0,230.0,173.0,106.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,2116.0,14233.0,18361.0,26597.0,18979.0,3073.0,45.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,322.0,1036.8,1296.0,0
0.0,23.0,376.0,1365.0,6134.0,30263.0,40026.0,5136.0,71.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,758.0,5979.0,26590.0,43409.0,6513.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,376.0,1365.0,6134.0,30263.0,40026.0,5136.0,71.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,322.0,644.0,0,259.2,0
0.0,346.0,2143.0,5211.0,10693.0,22376.0,24472.0,11492.0,3286.0,1689.0,785.0,275.0,109.0,92.0,76.0,69.0,49.0,24.0,48.0,15.0,148.0,0.0,232.0,1061.0,3892.0,9350.0,23055.0,28512.0,12631.0,2700.0,1147.0,288.0,155.0,84.0,91.0,66.0,25.0,24.0,32.0,31.0,22.0,0.0,0.0,346.0,2143.0,5211.0,10693.0,22376.0,24472.0,11492.0,3286.0,1689.0,785.0,275.0,109.0,92.0,76.0,69.0,49.0,24.0,48.0,15.0,148.0,13,322.0,644.0,259.2,518.4,0
0.0,2725.0,6578.0,14223.0,14504.0,16306.0,15253.0,8167.0,2555.0,990.0,538.0,381.0,212.0,157.0,182.0,143.0,96.0,81.0,67.0,50.0,190.0,0.0,1089.0,3070.0,7387.0,14323.0,18814.0,20146.0,10174.0,3263.0,2197.0,1420.0,631.0,310.0,241.0,140.0,108.0,59.0,26.0,0.0,0.0,0.0,0.0,2725.0,6578.0,14223.0,14504.0,16306.0,15253.0,8167.0,2555.0,990.0,538.0,381.0,212.0,157.0,182.0,143.0,96.0,81.0,67.0,50.0,190.0,13,322.0,644.0,518.4,777.5999999999999,1
0.0,1315.0,2671.0,6050.0,13619.0,22913.0,21512.0,11585.0,2355.0,631.0,200.0,136.0,108.0,88.0,55.0,46.0,47.0,29.0,33.0,4.0,1.0,0.0,694.0,1508.0,3777.0,7495.0,18068.0,24171.0,16024.0,3175.0,1007.0,1043.0,575.0,560.0,1464.0,1217.0,924.0,514.0,1182.0,0.0,0.0,0.0,0.0,1315.0,2671.0,6050.0,13619.0,22913.0,21512.0,11585.0,2355.0,631.0,200.0,136.0,108.0,88.0,55.0,46.0,47.0,29.0,33.0,4.0,1.0,13,322.0,644.0,777.5999999999999,1036.8,1
0.0,229.0,1525.0,10064.0,13736.0,20436.0,23554.0,11179.0,2842.0,115.0,19.0,8.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,753.0,3426.0,11831.0,21861.0,26824.0,15715.0,3142.0,56.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,1525.0,10064.0,13736.0,20436.0,23554.0,11179.0,2842.0,115.0,19.0,8.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,322.0,644.0,1036.8,1296.0,0
0.0,48.0,468.0,2360.0,8118.0,32145.0,30861.0,9002.0,336.0,29.0,10.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,731.0,5325.0,26192.0,35397.0,13894.0,1020.0,200.0,276.0,94.0,24.0,24.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,468.0,2360.0,8118.0,32145.0,30861.0,9002.0,336.0,29.0,10.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,644.0,966.0,0,259.2,1
0.0,986.0,5083.0,10535.0,12260.0,21008.0,18997.0,11487.0,2401.0,540.0,72.0,12.0,8.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,1424.0,3113.0,8939.0,18574.0,25585.0,15071.0,3317.0,1587.0,1602.0,1514.0,1530.0,589.0,241.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,986.0,5083.0,10535.0,12260.0,21008.0,18997.0,11487.0,2401.0,540.0,72.0,12.0,8.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,13,644.0,966.0,259.2,518.4,1
0.0,839.0,4609.0,11940.0,14172.0,12951.0,19710.0,16743.0,2287.0,98.0,12.0,8.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,440.0,1193.0,4289.0,12123.0,19819.0,26790.0,4388.0,1076.0,1899.0,3641.0,3722.0,2265.0,1276.0,447.0,0.0,0.0,0.0,0.0,0.0,0.0,839.0,4609.0,11940.0,14172.0,12951.0,19710.0,16743.0,2287.0,98.0,12.0,8.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,644.0,966.0,518.4,777.5999999999999,1
0.0,137.0,1858.0,9370.0,12198.0,18746.0,22035.0,11795.0,3310.0,1093.0,783.0,595.0,524.0,285.0,167.0,206.0,95.0,53.0,46.0,24.0,78.0,0.0,0.0,343.0,2090.0,6026.0,14885.0,23316.0,16884.0,5064.0,2898.0,2861.0,2915.0,2467.0,1846.0,1354.0,379.0,19.0,28.0,23.0,0.0,0.0,0.0,137.0,1858.0,9370.0,12198.0,18746.0,22035.0,11795.0,3310.0,1093.0,783.0,595.0,524.0,285.0,167.0,206.0,95.0,53.0,46.0,24.0,78.0,13,644.0,966.0,777.5999999999999,1036.8,1
0.0,10.0,567.0,6326.0,18154.0,25972.0,21089.0,9555.0,1885.0,141.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,1528.0,10630.0,28012.0,27422.0,13917.0,1818.0,68.0,59.0,77.0,35.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,567.0,6326.0,18154.0,25972.0,21089.0,9555.0,1885.0,141.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,644.0,966.0,1036.8,1296.0,1
0.0,0.0,200.0,857.0,4153.0,20397.0,37986.0,17604.0,1295.0,264.0,135.0,83.0,70.0,56.0,59.0,46.0,65.0,44.0,46.0,38.0,0.0,0.0,0.0,0.0,337.0,2217.0,14692.0,38570.0,25317.0,1638.0,172.0,113.0,90.0,84.0,79.0,73.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,857.0,4153.0,20397.0,37986.0,17604.0,1295.0,264.0,135.0,83.0,70.0,56.0,59.0,46.0,65.0,44.0,46.0,38.0,0.0,14,0,322.0,0,259.2,0
0.0,343.0,2159.0,5276.0,8889.0,24596.0,30769.0,9334.0,1075.0,339.0,135.0,82.0,82.0,60.0,53.0,49.0,45.0,35.0,16.0,13.0,48.0,0.0,137.0,659.0,2705.0,8656.0,20722.0,32921.0,16034.0,1023.0,156.0,115.0,87.0,55.0,40.0,28.0,28.0,32.0,0.0,0.0,0.0,0.0,0.0,343.0,2159.0,5276.0,8889.0,24596.0,30769.0,9334.0,1075.0,339.0,135.0,82.0,82.0,60.0,53.0,49.0,45.0,35.0,16.0,13.0,48.0,14,0,322.0,259.2,518.4,0
0.0,516.0,2505.0,9960.0,12587.0,17478.0,18590.0,13412.0,6742.0,837.0,190.0,164.0,148.0,56.0,48.0,24.0,20.0,21.0,19.0,20.0,61.0,0.0,234.0,1116.0,3979.0,12177.0,19172.0,21735.0,18001.0,6159.0,375.0,158.0,90.0,62.0,26.0,34.0,36.0,44.0,0.0,0.0,0.0,0.0,0.0,516.0,2505.0,9960.0,12587.0,17478.0,18590.0,13412.0,6742.0,837.0,190.0,164.0,148.0,56.0,48.0,24.0,20.0,21.0,19.0,20.0,61.0,14,0,322.0,518.4,777.5999999999999,0
0.0,0.0,122.0,883.0,1592.0,8070.0,24057.0,28563.0,12597.0,3459.0,1230.0,666.0,444.0,368.0,304.0,226.0,214.0,181.0,138.0,101.0,183.0,0.0,0.0,0.0,202.0,1087.0,4003.0,16923.0,36524.0,18885.0,3020.0,1050.0,519.0,347.0,309.0,259.0,138.0,111.0,21.0,0.0,0.0,0.0,0.0,0.0,122.0,883.0,1592.0,8070.0,24057.0,28563.0,12597.0,3459.0,1230.0,666.0,444.0,368.0,304.0,226.0,214.0,181.0,138.0,101.0,183.0,14,0,322.0,777.5999999999999,1036.8,0
0.0,940.0,6577.0,19554.0,14237.0,13616.0,10585.0,12121.0,5473.0,463.0,98.0,38.0,8.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,512.0,4618.0,13073.0,12879.0,15239.0,17648.0,10111.0,3496.0,3072.0,1955.0,823.0,197.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940.0,6577.0,19554.0,14237.0,13616.0,10585.0,12121.0,5473.0,463.0,98.0,38.0,8.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,322.0,1036.8,1296.0,0
0.0,45.0,760.0,2433.0,7284.0,33518.0,35697.0,3633.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,234.0,1157.0,4732.0,22489.0,45262.0,9487.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,760.0,2433.0,7284.0,33518.0,35697.0,3633.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,322.0,644.0,0,259.2,0
0.0,48.0,1280.0,4195.0,10145.0,25778.0,31210.0,9600.0,714.0,229.0,48.0,25.0,26.0,26.0,5.0,16.0,16.0,3.0,8.0,10.0,16.0,0.0,17.0,223.0,1529.0,5790.0,19230.0,35278.0,17157.0,1322.0,624.0,595.0,550.0,673.0,327.0,62.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,48.0,1280.0,4195.0,10145.0,25778.0,31210.0,9600.0,714.0,229.0,48.0,25.0,26.0,26.0,5.0,16.0,16.0,3.0,8.0,10.0,16.0,14,322.0,644.0,259.2,518.4,1
